0,PermitNo,DayOfWeek,Date,StartTime,EndTime,TotalHours,Event,Field,Park,FieldInPark,Group,YorA,IntOrExt
137,3580,Tuesday,10-Apr-18,14,18,4,RYN - Baseball (L),Baseball Field,Ryan Playground,"Baseball Field, Ryan Playground",Charlestown High School,Youth Athletics,Internal Reservation
138,4650,Tuesday,10-Apr-18,8,20,12,RYN - Little League Field (L),Little League Field,Ryan Playground,"Little League Field, Ryan Playground",Charlestown Little League #4650,Youth Athletics,External Reservation
139,4650,Tuesday,10-Apr-18,8,20,12,RYN - Softball 1 (L) Mystic River,Softball Field,Ryan Playground,"Softball Field, Ryan Playground",Charlestown Little League #4650,Youth Athletics,External Reservation
140,4650,Tuesday,10-Apr-18,8,20,12,RYN - Softball 2 (Rt. 99),Softball Field,Ryan Playground,"Softball Field, Ryan Playground",Charlestown Little League #4650,Youth Athletics,External Reservation
141,3580,Wednesday,11-Apr-18,14,18,4,BAP - Softball (L),Softball Field,Barry Playground,"Softball Field, Barry Playground",Charlestown High School,Youth Athletics,Internal Reservation
142,3672,Wednesday,11-Apr-18,18,20,2,CHS - Lax/Soccer/Football/Track (LT),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Charlestown Sports Collaborative,Youth Athletics,Internal Reservation
143,3994,Wednesday,11-Apr-18,20,22,2,CHS - Lax/Soccer/Football/Track (LT),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Oneida FC Soccer #3994,Adult Athletics,External Reservation
144,3580,Wednesday,11-Apr-18,14,18,4,CHS - Softball/Soccer (L),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Charlestown High School,Youth Athletics,Internal Reservation
145,3672,Wednesday,11-Apr-18,18,20,2,CHS - Softball/Soccer (L),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Charlestown Sports Collaborative,Youth Athletics,Internal Reservation
146,3580,Wednesday,11-Apr-18,14,18,4,RYN - Baseball (L),Baseball Field,Ryan Playground,"Baseball Field, Ryan Playground",Charlestown High School,Youth Athletics,Internal Reservation
147,4650,Wednesday,11-Apr-18,8,20,12,RYN - Little League Field (L),Little League Field,Ryan Playground,"Little League Field, Ryan Playground",Charlestown Little League #4650,Youth Athletics,External Reservation
148,4650,Wednesday,11-Apr-18,8,20,12,RYN - Softball 1 (L) Mystic River,Softball Field,Ryan Playground,"Softball Field, Ryan Playground",Charlestown Little League #4650,Youth Athletics,External Reservation
149,4650,Wednesday,11-Apr-18,8,20,12,RYN - Softball 2 (Rt. 99),Softball Field,Ryan Playground,"Softball Field, Ryan Playground",Charlestown Little League #4650,Youth Athletics,External Reservation
150,3580,Thursday,12-Apr-18,14,18,4,BAP - Softball (L),Softball Field,Barry Playground,"Softball Field, Barry Playground",Charlestown High School,Youth Athletics,Internal Reservation
151,3672,Thursday,12-Apr-18,18,20,2,CHS - Lax/Soccer/Football/Track (LT),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Charlestown Sports Collaborative,Youth Athletics,Internal Reservation
152,3580,Thursday,12-Apr-18,14,18,4,CHS - Softball/Soccer (L),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Charlestown High School,Youth Athletics,Internal Reservation
153,3672,Thursday,12-Apr-18,18,20,2,CHS - Softball/Soccer (L),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Charlestown Sports Collaborative,Youth Athletics,Internal Reservation
154,3580,Thursday,12-Apr-18,14,18,4,RYN - Baseball (L),Baseball Field,Ryan Playground,"Baseball Field, Ryan Playground",Charlestown High School,Youth Athletics,Internal Reservation
155,4650,Thursday,12-Apr-18,8,20,12,RYN - Little League Field (L),Little League Field,Ryan Playground,"Little League Field, Ryan Playground",Charlestown Little League #4650,Youth Athletics,External Reservation
156,4650,Thursday,12-Apr-18,8,20,12,RYN - Softball 1 (L) Mystic River,Softball Field,Ryan Playground,"Softball Field, Ryan Playground",Charlestown Little League #4650,Youth Athletics,External Reservation
157,4650,Thursday,12-Apr-18,8,20,12,RYN - Softball 2 (Rt. 99),Softball Field,Ryan Playground,"Softball Field, Ryan Playground",Charlestown Little League #4650,Youth Athletics,External Reservation
158,3580,Friday,13-Apr-18,14,18,4,BAP - Softball (L),Softball Field,Barry Playground,"Softball Field, Barry Playground",Charlestown High School,Youth Athletics,Internal Reservation
159,3672,Friday,13-Apr-18,18,20,2,CHS - Lax/Soccer/Football/Track (LT),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Charlestown Sports Collaborative,Youth Athletics,Internal Reservation
160,3580,Friday,13-Apr-18,14,18,4,CHS - Softball/Soccer (L),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Charlestown High School,Youth Athletics,Internal Reservation
161,3672,Friday,13-Apr-18,18,20,2,CHS - Softball/Soccer (L),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Charlestown Sports Collaborative,Youth Athletics,Internal Reservation
162,3580,Friday,13-Apr-18,14,18,4,RYN - Baseball (L),Baseball Field,Ryan Playground,"Baseball Field, Ryan Playground",Charlestown High School,Youth Athletics,Internal Reservation
163,4650,Friday,13-Apr-18,8,20,12,RYN - Little League Field (L),Little League Field,Ryan Playground,"Little League Field, Ryan Playground",Charlestown Little League #4650,Youth Athletics,External Reservation
164,4650,Friday,13-Apr-18,8,20,12,RYN - Softball 1 (L) Mystic River,Softball Field,Ryan Playground,"Softball Field, Ryan Playground",Charlestown Little League #4650,Youth Athletics,External Reservation
165,4650,Friday,13-Apr-18,8,20,12,RYN - Softball 2 (Rt. 99),Softball Field,Ryan Playground,"Softball Field, Ryan Playground",Charlestown Little League #4650,Youth Athletics,External Reservation
166,3665,Saturday,14-Apr-18,8,14,6,BAP - Softball (L),Softball Field,Barry Playground,"Softball Field, Barry Playground",youth softball #3665,Youth Athletics,External Reservation
167,3672,Saturday,14-Apr-18,8,20,12,CHS - Lax/Soccer/Football/Track (LT),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Charlestown Sports Collaborative,Youth Athletics,Internal Reservation
168,3672,Saturday,14-Apr-18,8,20,12,CHS - Softball/Soccer (L),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Charlestown Sports Collaborative,Youth Athletics,Internal Reservation
169,4650,Saturday,14-Apr-18,8,20,12,RYN - Baseball (L),Baseball Field,Ryan Playground,"Baseball Field, Ryan Playground",Charlestown Little League #4650,Youth Athletics,External Reservation
170,4650,Saturday,14-Apr-18,8,20,12,RYN - Little League Field (L),Little League Field,Ryan Playground,"Little League Field, Ryan Playground",Charlestown Little League #4650,Youth Athletics,External Reservation
171,4650,Saturday,14-Apr-18,8,20,12,RYN - Softball 1 (L) Mystic River,Softball Field,Ryan Playground,"Softball Field, Ryan Playground",Charlestown Little League #4650,Youth Athletics,External Reservation
172,4650,Saturday,14-Apr-18,8,20,12,RYN - Softball 2 (Rt. 99),Softball Field,Ryan Playground,"Softball Field, Ryan Playground",Charlestown Little League #4650,Youth Athletics,External Reservation
173,3672,Sunday,15-Apr-18,8,20,12,CHS - Lax/Soccer/Football/Track (LT),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Charlestown Sports Collaborative,Youth Athletics,Internal Reservation
174,3672,Sunday,15-Apr-18,8,20,12,CHS - Softball/Soccer (L),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Charlestown Sports Collaborative,Youth Athletics,Internal Reservation
175,4650,Sunday,15-Apr-18,8,20,12,RYN - Baseball (L),Baseball Field,Ryan Playground,"Baseball Field, Ryan Playground",Charlestown Little League #4650,Youth Athletics,External Reservation
176,4650,Sunday,15-Apr-18,8,20,12,RYN - Little League Field (L),Little League Field,Ryan Playground,"Little League Field, Ryan Playground",Charlestown Little League #4650,Youth Athletics,External Reservation
177,4650,Sunday,15-Apr-18,8,20,12,RYN - Softball 1 (L) Mystic River,Softball Field,Ryan Playground,"Softball Field, Ryan Playground",Charlestown Little League #4650,Youth Athletics,External Reservation
178,4650,Sunday,15-Apr-18,8,20,12,RYN - Softball 2 (Rt. 99),Softball Field,Ryan Playground,"Softball Field, Ryan Playground",Charlestown Little League #4650,Youth Athletics,External Reservation
179,3580,Monday,16-Apr-18,14,18,4,BAP - Softball (L),Softball Field,Barry Playground,"Softball Field, Barry Playground",Charlestown High School,Youth Athletics,Internal Reservation
180,3672,Monday,16-Apr-18,18,20,2,CHS - Lax/Soccer/Football/Track (LT),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Charlestown Sports Collaborative,Youth Athletics,Internal Reservation
181,3580,Monday,16-Apr-18,14,18,4,CHS - Softball/Soccer (L),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Charlestown High School,Youth Athletics,Internal Reservation
182,3672,Monday,16-Apr-18,18,20,2,CHS - Softball/Soccer (L),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Charlestown Sports Collaborative,Youth Athletics,Internal Reservation
183,3580,Monday,16-Apr-18,14,18,4,RYN - Baseball (L),Baseball Field,Ryan Playground,"Baseball Field, Ryan Playground",Charlestown High School,Youth Athletics,Internal Reservation
184,4650,Monday,16-Apr-18,8,20,12,RYN - Little League Field (L),Little League Field,Ryan Playground,"Little League Field, Ryan Playground",Charlestown Little League #4650,Youth Athletics,External Reservation
185,4650,Monday,16-Apr-18,8,20,12,RYN - Softball 1 (L) Mystic River,Softball Field,Ryan Playground,"Softball Field, Ryan Playground",Charlestown Little League #4650,Youth Athletics,External Reservation
186,4650,Monday,16-Apr-18,8,20,12,RYN - Softball 2 (Rt. 99),Softball Field,Ryan Playground,"Softball Field, Ryan Playground",Charlestown Little League #4650,Youth Athletics,External Reservation
187,3580,Tuesday,17-Apr-18,14,18,4,BAP - Softball (L),Softball Field,Barry Playground,"Softball Field, Barry Playground",Charlestown High School,Youth Athletics,Internal Reservation
188,3672,Tuesday,17-Apr-18,18,20,2,CHS - Lax/Soccer/Football/Track (LT),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Charlestown Sports Collaborative,Youth Athletics,Internal Reservation
189,3580,Tuesday,17-Apr-18,14,18,4,CHS - Softball/Soccer (L),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Charlestown High School,Youth Athletics,Internal Reservation
190,3672,Tuesday,17-Apr-18,18,20,2,CHS - Softball/Soccer (L),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Charlestown Sports Collaborative,Youth Athletics,Internal Reservation
191,4585,Tuesday,17-Apr-18,10,14,4,RYN - Baseball (L),Baseball Field,Ryan Playground,"Baseball Field, Ryan Playground",Athletics - Youth,Youth Athletics,External Reservation
192,3580,Tuesday,17-Apr-18,14,18,4,RYN - Baseball (L),Baseball Field,Ryan Playground,"Baseball Field, Ryan Playground",Charlestown High School,Youth Athletics,Internal Reservation
193,4650,Tuesday,17-Apr-18,8,20,12,RYN - Little League Field (L),Little League Field,Ryan Playground,"Little League Field, Ryan Playground",Charlestown Little League #4650,Youth Athletics,External Reservation
194,4650,Tuesday,17-Apr-18,8,20,12,RYN - Softball 1 (L) Mystic River,Softball Field,Ryan Playground,"Softball Field, Ryan Playground",Charlestown Little League #4650,Youth Athletics,External Reservation
195,4650,Tuesday,17-Apr-18,8,20,12,RYN - Softball 2 (Rt. 99),Softball Field,Ryan Playground,"Softball Field, Ryan Playground",Charlestown Little League #4650,Youth Athletics,External Reservation
196,3580,Wednesday,18-Apr-18,14,18,4,BAP - Softball (L),Softball Field,Barry Playground,"Softball Field, Barry Playground",Charlestown High School,Youth Athletics,Internal Reservation
197,3672,Wednesday,18-Apr-18,18,20,2,CHS - Lax/Soccer/Football/Track (LT),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Charlestown Sports Collaborative,Youth Athletics,Internal Reservation
198,3994,Wednesday,18-Apr-18,20,22,2,CHS - Lax/Soccer/Football/Track (LT),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Oneida FC Soccer #3994,Adult Athletics,External Reservation
199,3580,Wednesday,18-Apr-18,14,18,4,CHS - Softball/Soccer (L),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Charlestown High School,Youth Athletics,Internal Reservation
200,3672,Wednesday,18-Apr-18,18,20,2,CHS - Softball/Soccer (L),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Charlestown Sports Collaborative,Youth Athletics,Internal Reservation
201,3580,Wednesday,18-Apr-18,14,18,4,RYN - Baseball (L),Baseball Field,Ryan Playground,"Baseball Field, Ryan Playground",Charlestown High School,Youth Athletics,Internal Reservation
202,4650,Wednesday,18-Apr-18,8,20,12,RYN - Little League Field (L),Little League Field,Ryan Playground,"Little League Field, Ryan Playground",Charlestown Little League #4650,Youth Athletics,External Reservation
203,4650,Wednesday,18-Apr-18,8,20,12,RYN - Softball 1 (L) Mystic River,Softball Field,Ryan Playground,"Softball Field, Ryan Playground",Charlestown Little League #4650,Youth Athletics,External Reservation
204,4650,Wednesday,18-Apr-18,8,20,12,RYN - Softball 2 (Rt. 99),Softball Field,Ryan Playground,"Softball Field, Ryan Playground",Charlestown Little League #4650,Youth Athletics,External Reservation
205,3580,Thursday,19-Apr-18,14,18,4,BAP - Softball (L),Softball Field,Barry Playground,"Softball Field, Barry Playground",Charlestown High School,Youth Athletics,Internal Reservation
206,3672,Thursday,19-Apr-18,18,20,2,CHS - Lax/Soccer/Football/Track (LT),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Charlestown Sports Collaborative,Youth Athletics,Internal Reservation
207,3580,Thursday,19-Apr-18,14,18,4,CHS - Softball/Soccer (L),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Charlestown High School,Youth Athletics,Internal Reservation
208,3672,Thursday,19-Apr-18,18,20,2,CHS - Softball/Soccer (L),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Charlestown Sports Collaborative,Youth Athletics,Internal Reservation
209,3580,Thursday,19-Apr-18,14,18,4,RYN - Baseball (L),Baseball Field,Ryan Playground,"Baseball Field, Ryan Playground",Charlestown High School,Youth Athletics,Internal Reservation
210,4650,Thursday,19-Apr-18,8,20,12,RYN - Little League Field (L),Little League Field,Ryan Playground,"Little League Field, Ryan Playground",Charlestown Little League #4650,Youth Athletics,External Reservation
211,4650,Thursday,19-Apr-18,8,20,12,RYN - Softball 1 (L) Mystic River,Softball Field,Ryan Playground,"Softball Field, Ryan Playground",Charlestown Little League #4650,Youth Athletics,External Reservation
212,4650,Thursday,19-Apr-18,8,20,12,RYN - Softball 2 (Rt. 99),Softball Field,Ryan Playground,"Softball Field, Ryan Playground",Charlestown Little League #4650,Youth Athletics,External Reservation
213,3580,Friday,20-Apr-18,14,18,4,BAP - Softball (L),Softball Field,Barry Playground,"Softball Field, Barry Playground",Charlestown High School,Youth Athletics,Internal Reservation
214,3672,Friday,20-Apr-18,18,20,2,CHS - Lax/Soccer/Football/Track (LT),Multipurpose Field,Charlestown High School,"Multipurpose Field, Charlestown High School",Charlestown Sports Collaborative,Youth Athletics,Internal Reservation
